Contact Developer,Verfified by developer,Investment (USD Million),Developersorted ascending,Developersorted ascendingDeveloper Category,Planned COD,Unnamed: 1,Developer Category,Project Status,State,Project Name,source
Contact,--,0.3,Shimato Enterprises,Shimato EnterprisesPrivate,,,Private,Under Bidding,Delhi,"Indraprastha Power Generation Company Limited (IPGCL)  4 MW Residential Rooftop Solar Delhi , Nov 2018",distributed
Contact,--,0.3,Solar Smith Energy,Solar Smith EnergyPrivate,,,Private,Under Bidding,Delhi,"Indraprastha Power Generation Company Limited (IPGCL)  4 MW Residential Rooftop Solar Delhi , Nov 2018",distributed
Contact,--,11.2,Sportking India Ltd.,Sportking India Ltd. Private,,,Private,Announced,Punjab,Rooftop Solar Power at their Existing Factory units for captive consumption,distributed
Contact,--,0.2,Sriram Cables,Sriram CablesPrivate,,,Private,Under Bidding,Delhi,"Indraprastha Power Generation Company Limited (IPGCL)  4 MW Residential Rooftop Solar Delhi , Nov 2018",distributed
Contact,--,0.3,Synergy Wave System,Synergy Wave SystemPrivate,,,Private,Under Bidding,Delhi,"Indraprastha Power Generation Company Limited (IPGCL)  4 MW Residential Rooftop Solar Delhi , Nov 2018",distributed
Contact,--,3.9,Tata Motors,Tata MotorsPrivate,,,Private,Announced,Uttarakhand,,distributed
Contact,--,56.2,Tata Power Renewable Energy Limited,Tata Power Renewable Energy LimitedPrivate,2023.0,,Private,Under Construction,Maharashtra,,distributed
Contact,--,8.4,The Agency for New and Renewable Energy Research and Technology (ANERT),The Agency for New and Renewable Energy Research and Technology (ANERT)PSU,,,PSU,Under Bidding,Kerala,"The Agency for New and Renewable Energy Research and Technology (ANERT) (rooftop solar installations in Thiruvananthapuram, MNRE )",distributed
Contact,--,0.2,Uneecops Solar,Uneecops SolarPrivate,,,Private,Under Bidding,Delhi,"Indraprastha Power Generation Company Limited (IPGCL)  4 MW Residential Rooftop Solar Delhi , Nov 2018",distributed
Contact,--,8.4,Uttar Pradesh New & Renewable Energy Development Agency (UPNEDA),Uttar Pradesh New & Renewable Energy Development Agency (UPNEDA)PSU,2023.0,,PSU,Under Bidding,Uttar Pradesh,Uttar Pradesh New & Renewable Energy Development Agency (UPNEDA) - Grid Connected Rooftop Rooftop Solar Plant In UP,distributed
Contact,--,21.3,Uttar Pradesh New & Renewable Energy Development Agency (UPNEDA),Uttar Pradesh New & Renewable Energy Development Agency (UPNEDA)PSU,2023.0,,PSU,Under Bidding,Uttar Pradesh,Uttar Pradesh New & Renewable Energy Development Agency (UPNEDA)  38 MW of grid-connected residential rooftop solar systems,distributed
Contact,--,0.1,Waaree Energies,Waaree EnergiesPrivate,,,Private,Under Bidding,Delhi,"Indraprastha Power Generation Company Limited (IPGCL)  4 MW Residential Rooftop Solar Delhi , Nov 2018",distributed
Contact,--,103.4,Waaree Energies,Waaree EnergiesPrivate,,,Private,Under Construction,Maharashtra,Maharashtra State Power Generation Company Limited 184 MW Solar Maharashtra Mar 2019 (Agri Feeder Scheme),distributed
Contact,--,0.1,Zunroof,ZunroofPrivate,,,Private,Under Bidding,Delhi,"Indraprastha Power Generation Company Limited (IPGCL)  31MW Residential Rooftop Solar Delhi , Nov 2018",distributed
Contact,--,0.2,XPANZ Energy Solutions,XPANZ Energy SolutionsPrivate,,,Private,Under Bidding,Delhi,"Indraprastha Power Generation Company Limited (IPGCL)  4 MW Residential Rooftop Solar Delhi , Nov 2018",distributed
Contact,--,1033.83,Adani Green Energy Limited,Adani Green Energy LimitedPrivate,2027,,Private,Permitting,Maharashtra,Patgaon Pumped Storage Project,storage
Contact,--,218.77,Adani Green Energy Limited,Adani Green Energy LimitedPrivate,2028,,Private,Permitting,Andhra Pradesh,600 MW Gandikota Pumped Storage Hydro Electric Project,storage
Contact,--,605.93,Adani Green Energy Limited,Adani Green Energy LimitedPrivate,2028,,Private,Permitting,Andhra Pradesh,"1,200 MW Kurukutti Pumped Storage Hydro Electric Project",storage
Contact,--,186.54,Adani Green Energy Limited,Adani Green Energy LimitedPrivate,2028,,Private,Permitting,Andhra Pradesh,500 MW Chitravati Pumped Storage Hydro Electric Project,storage
Contact,--,548.89,Adani Green Energy Limited,Adani Green Energy LimitedPrivate,2028,,Private,Permitting,Andhra Pradesh,"1,000 MW Karrivalasa Pumped Storage Hydro Electric Project",storage
Contact,--,1380.37,Andhra Pradesh Power Generation Corporation,Andhra Pradesh Power Generation CorporationPSU,--,,PSU,Permitting,Andhra Pradesh,Upper Sileru Pumped Storage Hydro Electric Project,storage
Contact,--,1017.04,Astha Projects (India) Private Limited,Astha Projects (India) Private LimitedPrivate,--,,Private,Permitting,Andhra Pradesh,Veeraballi Pumped Storage Project,storage
Contact,--,352.22,Ayana Renewable Power Private Limited,Ayana Renewable Power Private LimitedPrivate,--,,Private,Permitting,,Ayana's 150 MW flexible power project,storage
Contact,--,125,Bihar State Hydroelectric Power Corporation Limited (BSHPCL),Bihar State Hydroelectric Power Corporation Limited (BSHPCL)PSU,--,,PSU,Announced,Bihar,Panchgotia Pumped Storage Scheme Project,storage
Contact,--,222.22,Bihar State Hydroelectric Power Corporation Limited (BSHPCL),Bihar State Hydroelectric Power Corporation Limited (BSHPCL)PSU,--,,PSU,Permitting,Bihar,Telharkund Pumped Storage Scheme Project,storage
Contact,--,888.89,Bihar State Hydroelectric Power Corporation Limited (BSHPCL),Bihar State Hydroelectric Power Corporation Limited (BSHPCL)PSU,--,,PSU,Permitting,Bihar,Hathiadah-Durgawati Pumped Storage Scheme,storage
Contact,--,166.3,Cerulean Energy Solutions Private Limited,Cerulean Energy Solutions Private LimitedPrivate,--,,Private,Permitting,Karnataka,Shantisagar Pumped Storage Project,storage
Contact,--,641.98,Damodar Valley Corporation,Damodar Valley CorporationPSU,--,,PSU,Permitting,Jharkhand,Lugu Pahar Pumped Storage Hydro Power Project,storage
Contact,--,--,Gensol Engineering,Gensol EngineeringPrivate,--,,Private,Permitting,,"GUVNL, 250 MW/500 MWh, BESS (Phase III), Gujarat, Mar 2024",storage
Contact,--,38.89,Gensol Engineering,Gensol EngineeringPrivate,2025,,Private,Permitting,Gujarat,GUVNL 250MW Phase - II BESS Tender,storage
Contact,--,864.2,Greenko Energies Private Limited,Greenko Energies Private LimitedPrivate,2024,,Private,Under Construction,Madhya Pradesh,MP 30 Gandhi Sagar Standalone Pumped Storage Project,storage
Contact,--,2246.91,Greenko Energies Private Limited,Greenko Energies Private LimitedPrivate,--,,Private,Announced,Telangana,"3,960 MW Ippagudem Pumped Storage Project",storage
Contact,--,683.33,Greenko Energies Private Limited,Greenko Energies Private LimitedPrivate,2025,,Private,Permitting,Karnataka,Saundatti Integrated Renewable Energy Storage Project,storage
Contact,--,679.01,Greenko Energies Private Limited,Greenko Energies Private LimitedPrivate,2023,,Private,Under Construction,Andhra Pradesh,Pinnapuram Integrated Renewable Energy Project,storage
Contact,--,2469.14,Greenko Energies Private Limited,Greenko Energies Private LimitedPrivate,--,,Private,Permitting,Rajasthan,Sukhpura Standalone Pumped Storage Project,storage
Contact,--,482.59,Greenko Energies Private Limited,Greenko Energies Private LimitedPrivate,--,,Private,Permitting,Maharashtra,Mhaismal Standalone Pumped Storage Project,storage
Contact,--,1168.89,Greenko Energies Private Limited,Greenko Energies Private LimitedPrivate,2024,,Private,Permitting,Maharashtra,Nayagaon Pumped Storage Project,storage
Contact,--,388.89,Greenko Energies Private Limited,Greenko Energies Private LimitedPrivate,--,,Private,Permitting,Karnataka,PCKL 1000 MW PSP tender,storage
Contact,--,277.78,Greenko Energies Private Limited,Greenko Energies Private LimitedPrivate,--,,Private,Permitting,,NTPC REL 3000 MWHr. Project,storage
Contact,--,41.36,Gujarat State Electricity Corporation Limited (GSECL),Gujarat State Electricity Corporation Limited (GSECL)PSU,2023,,PSU,Under Construction,Gujarat,GESCL's 35 MW solar and storage project,storage
Contact,--,8.15,Hero Future Energies Private Limited,Hero Future Energies Private LimitedPrivate,--,,Private,Permitting,Kerala,Hero Future Energies' battery storage in Kerala,storage
Contact,--,100,IndiGrid,IndiGridPrivate,2025,,Private,Permitting,,GUVNL 250MW Phase - II BESS Tender,storage
Contact,--,407.41,JSW Energy Limited,JSW Energy LimitedPrivate,--,,Private,Permitting,Rajasthan,JSW's 1 GWh battery storage system in Rajasthan,storage
Contact,--,166.89,JSW Energy Limited,JSW Energy LimitedPrivate,--,,Private,Permitting,Karnataka,PCKL 1000 MW PSP tender,storage
Contact,--,3.52,Karnataka Renewable Energy Development Limited (KREDL),Karnataka Renewable Energy Development Limited (KREDL)PSU,--,,PSU,Under Bidding,Karnataka,,storage
Contact,--,629.63,Karnataka Renewable Energy Development Limited (KREDL),Karnataka Renewable Energy Development Limited (KREDL)PSU,--,,PSU,Under Bidding,Karnataka,,storage
Contact,--,184.44,Maharashtra Water Resources Department,Maharashtra Water Resources DepartmentPSU,2028,,PSU,Under Construction,Maharashtra,Koyna Left Bank Pumped Storage Scheme Project,storage
Contact,--,1716.05,Maharashtra Water Resources Department,Maharashtra Water Resources DepartmentPSU,2031,,PSU,Permitting,Maharashtra,Varasgaon Pumped Storage Hydro Power Plant project,storage
Contact,--,203.7,,NANA,--,,,Under Bidding,,,storage
Contact,--,407.41,,NANA,--,,,Under Bidding,Gujarat,,storage
Contact,--,16.3,,NANA,--,,,Under Bidding,Uttar Pradesh,,storage
Contact,--,580.25,,NANA,--,,,Under Bidding,West Bengal,900 MW Bandu Pumped Storage Hydro Electric Project,storage
Contact,--,4.07,,NANA,--,,,Under Bidding,Haryana,,storage
Contact,--,277.78,,NANA,,,,Under Bidding,Odisha,GRIDCO 500 MW BESS Project,storage
Contact,--,555.56,,NANA,,,,Under Bidding,Maharashtra,"MSEDCL 1,000 MW Pumped Storage Hydro Electric Project",storage
Contact,--,234.81,NTPC Group,NTPC GroupPSU,--,,PSU,Under Construction,,NTPC REL's 100 MW flexible power project,storage
Contact,--,16.3,NTPC Group,NTPC GroupPSU,--,,PSU,Under Bidding,Telangana,,storage
Contact,--,203.7,NTPC Group,NTPC GroupPSU,--,,PSU,Under Bidding,Rajasthan,,storage
Contact,--,0.94,NTPC Group,NTPC GroupPSU,--,,PSU,Under Bidding,Gujarat,,storage
Contact,--,360.25,New & Renewable Energy Development Corporation of Andhra Pradesh Limited (NREDCAP),New & Renewable Energy Development Corporation of Andhra Pradesh Limited (NREDCAP)PSU,--,,PSU,Permitting,Andhra Pradesh,800 MW OWK Reservoir Pumped Storage Hydro Electric Project,storage
Contact,--,370.37,Odisha Hydro Power Corporation,Odisha Hydro Power CorporationPSU,--,,PSU,Permitting,Odisha,Upper Indravati Pump Storage Project,storage
Contact,--,297.9,Odisha Hydro Power Corporation,Odisha Hydro Power CorporationPSU,--,,PSU,Permitting,Odisha,Balimela Pumped Storage Project,storage
Contact,--,197.53,Odisha Hydro Power Corporation,Odisha Hydro Power CorporationPSU,--,,PSU,Permitting,Odisha,Upper Kolab Pumped Storage Project,storage
Contact,--,1278.52,Semaliya Energy Private Limited,Semaliya Energy Private LimitedPrivate,2025,,Private,Permitting,Rajasthan,Rana Pratap Sagar Off-Stream Closed Loop Pumped Storage Project,storage
Contact,--,459.63,Shirdi Sai Electricals Limited,Shirdi Sai Electricals LimitedPrivate,2028,,Private,Announced,Andhra Pradesh,1200 MW Somasila Pumped Storage Hydro Electric Project,storage
Contact,--,477.65,Shirdi Sai Electricals Limited,Shirdi Sai Electricals LimitedPrivate,2028,,Private,Announced,Andhra Pradesh,Yerravaram Pumped Storage Hydro Electric Project,storage
Contact,--,2.72,Solar Energy Corporation of India (SECI),Solar Energy Corporation of India (SECI)PSU,--,,PSU,Under Construction,Lakshadweep,SECI's solar and storage project in Lakshadweep,storage
Contact,--,47.65,Solar Energy Corporation of India (SECI),Solar Energy Corporation of India (SECI)PSU,2023,,PSU,Under Construction,Ladakh,SECI's solar and storage project in Ladakh,storage
Contact,--,--,Solar Energy Corporation of India (SECI),Solar Energy Corporation of India (SECI)PSU,--,,PSU,Announced,Tamil Nadu,,storage
Contact,--,116.67,Solar Energy Corporation of India (SECI),Solar Energy Corporation of India (SECI)PSU,2023,,PSU,Under Construction,Chhattisgarh,SECI's solar and storage project in Chhattisgarh,storage
Contact,--,666.67,Sri Siddharth Infratech & Services Private Limited,Sri Siddharth Infratech & Services Private LimitedPrivate,--,,Private,Announced,Telangana,Ranapur Off-Stream Closed Loop Pumped Storage Project,storage
Contact,--,1045.93,Sri Siddharth Infratech & Services Private Limited,Sri Siddharth Infratech & Services Private LimitedPrivate,--,,Private,Permitting,Madhya Pradesh,Panari Pumped Storage Hydro Power Project,storage
Contact,--,0.78,SunSource Energy Private Limited,SunSource Energy Private LimitedPrivate,2023,,Private,Under Construction,Andaman and Nicobar Islands,SunSource's floating solar and storage project in Andaman,storage
Contact,--,332.72,THDC India Limited,THDC India LimitedPSU,--,,PSU,Permitting,Maharashtra,Malshej Ghat Pumped Storage Scheme Project,storage
Contact,--,592.59,THDC India Limited,THDC India LimitedPSU,--,,PSU,Under Construction,Uttarakhand,Tehri pumped storage plant,storage
Contact,--,299.26,Tamil Nadu Generation and Distribution Corporation (TANGEDCO),Tamil Nadu Generation and Distribution Corporation (TANGEDCO)PSU,2024,,PSU,Under Construction,Tamil Nadu,"Kundah (Stage I,II,III&IV)",storage
Contact,--,2.35,Tamil Nadu Generation and Distribution Corporation (TANGEDCO),Tamil Nadu Generation and Distribution Corporation (TANGEDCO)PSU,--,,PSU,Under Bidding,Tamil Nadu,,storage
Contact,--,555.56,Tamil Nadu Generation and Distribution Corporation (TANGEDCO),Tamil Nadu Generation and Distribution Corporation (TANGEDCO)PSU,--,,PSU,Announced,Tamil Nadu,"1,000 MW Upper Bhavani Pumped Storage Hydro Power Project",storage
Contact,--,555.56,Tamil Nadu Generation and Distribution Corporation (TANGEDCO),Tamil Nadu Generation and Distribution Corporation (TANGEDCO)PSU,--,,PSU,Announced,Tamil Nadu,"1,000 MW Sandy Nalla Pumped Storage Hydro Power Project",storage
Contact,--,481.48,Tamil Nadu Generation and Distribution Corporation (TANGEDCO),Tamil Nadu Generation and Distribution Corporation (TANGEDCO)PSU,2027,,PSU,Under Construction,Tamil Nadu,Kodayar Pumped Storage Hydro Electric Project,storage
Contact,--,854.44,West Bengal State Electricity Distribution Company Limited (WBSEDCL),West Bengal State Electricity Distribution Company Limited (WBSEDCL)PSU,2028,,PSU,Permitting,West Bengal,Turga Pumped Storage Hydroelectric Project,storage
Contact,--,8.95,A.B.Grain Spirits Private Ltd,A.B.Grain Spirits Private LtdPrivate,,,Private,Permitting,Punjab,Ethanol production,ethanol
Contact,--,25.37,A.B.Grain Spirits Pvt Ltd.,A.B.Grain Spirits Pvt Ltd.Private,,,Private,Permitting,Bihar,Ethanol production,ethanol
Contact,--,15.43,Aadi Shakti  Rice Mill,Aadi Shakti  Rice MillPrivate,,,Private,Permitting,Madhya Pradesh,Ethanol production,ethanol
Contact,--,3.09,Adroit Pharmaceuticals Pvt. Ltd.,Adroit Pharmaceuticals Pvt. Ltd.Private,,,Private,Permitting,Maharashtra,Ethanol production,ethanol
Contact,--,30.86,Alcograin Distillers Pvt Ltd,Alcograin Distillers Pvt LtdPrivate,,,Private,Permitting,West Bengal,Ethanol production,ethanol
Contact,--,25.37,Allied Blenders And Distillers Private Limited,Allied Blenders And Distillers Private LimitedPrivate,,,Private,Permitting,Telangana,Ethanol production,ethanol
Contact,--,13.38,Ankit Infrastructures,Ankit InfrastructuresPrivate,,,Private,Permitting,Chhattisgarh,Ethanol production,ethanol
Contact,--,42.16,Ankoor Distilleries Pvt Ltd,Ankoor Distilleries Pvt LtdPrivate,,,Private,Permitting,West Bengal,Ethanol production,ethanol
Contact,--,37.9,Ankur Biochem Private Limited,Ankur Biochem Private LimitedPrivate,,,Private,Permitting,Jharkhand,Ethanol production,ethanol
Contact,--,5.4,Aonla Distilleries Private Limited,Aonla Distilleries Private LimitedPrivate,,,Private,Permitting,Uttar Pradesh,Ethanol production,ethanol
Contact,--,12.35,Arthik Agro Industries Pvt L,Arthik Agro Industries Pvt LPrivate,,,Private,Permitting,Karnataka,Ethanol production,ethanol
Contact,--,6.17,"Asgaon Agro Processors And Beverages Private
Limited","Asgaon Agro Processors And Beverages Private
LimitedPrivate",,,Private,Permitting,Maharashtra,Ethanol production,ethanol
Contact,--,33.33,Assago Industries,Assago IndustriesPrivate,2024.0,,Private,Under Construction,Andhra Pradesh,Ethanol production,ethanol
Contact,--,14.22,Auric Industries Limited,Auric Industries LimitedPrivate,,,Private,Permitting,Karnataka,Ethanol production,ethanol
Contact,--,25.37,Baidyanath Bio Fuels Private Limited,Baidyanath Bio Fuels Private LimitedPrivate,,,Private,Permitting,Maharashtra,Ethanol production,ethanol
Contact,--,36.42,Baidyanath Biofuels Private Limited,Baidyanath Biofuels Private LimitedPrivate,,,Private,Permitting,Madhya Pradesh,Ethanol production and blending,ethanol
Contact,--,21.11,Bargarh Bio Fuels Development Foundation,Bargarh Bio Fuels Development FoundationPrivate,,,Private,Permitting,Odisha,Ethanol production and blending,ethanol
Contact,--,23.15,"Bcl Industries Ltd, Distillery Unit","Bcl Industries Ltd, Distillery UnitPrivate",,,Private,Permitting,Punjab,Ethanol production,ethanol
Contact,--,10.47,Belgaum Sugars Private Limited,Belgaum Sugars Private LimitedPrivate,,,Private,Permitting,Karnataka,Ethanol production,ethanol
Contact,--,19.75,Bhairav Biofuels Private Limited,Bhairav Biofuels Private LimitedPrivate,,,Private,Permitting,Madhya Pradesh,Ethanol production and blending,ethanol
Contact,--,18.94,Bharat Petroleum Corporation Limited (BPCL),Bharat Petroleum Corporation Limited (BPCL)PSU,,,PSU,Permitting,Maharashtra,Ethanol production,ethanol
Contact,--,198.4,Bharat Petroleum Corporation Limited (BPCL),Bharat Petroleum Corporation Limited (BPCL)PSU,2024.0,,PSU,Under Construction,Odisha,Ethanol production and blending,ethanol
Contact,--,15.43,Bhartiya Krushak Kranti Limited,Bhartiya Krushak Kranti LimitedPrivate,,,Private,Permitting,Maharashtra,Ethanol production,ethanol
Contact,--,15.43,Big Carbonics Private Limited,Big Carbonics Private LimitedPrivate,,,Private,Permitting,Punjab,Ethanol production,ethanol
Contact,--,13.89,Bihar Distillers & Bottlers Pvt Ltd,Bihar Distillers & Bottlers Pvt LtdPrivate,,,Private,Permitting,Bihar,Ethanol production,ethanol
Contact,--,18.94,Binny Limited,Binny LimitedPrivate,,,Private,Permitting,Maharashtra,Ethanol production,ethanol
Contact,--,18.94,Binny Limited,Binny LimitedPrivate,,,Private,Permitting,Tamil Nadu,Ethanol production,ethanol
Contact,--,10.8,Boudh Distillery Pvt Ltd,Boudh Distillery Pvt LtdPrivate,,,Private,Permitting,Odisha,Ethanol production,ethanol
Contact,--,28.15,Capricorn Distillery Private Limited,Capricorn Distillery Private LimitedPrivate,,,Private,Permitting,Andhra Pradesh,Ethanol production and blending,ethanol
Contact,--,20.06,Carnival Industries Private Limited,Carnival Industries Private LimitedPrivate,,,Private,Permitting,Maharashtra,Ethanol production,ethanol
Contact,--,20.5,"Carya Chemicals And Fertilizers Private Limited
(Unit- At Riico Industrial Area,","Carya Chemicals And Fertilizers Private Limited
(Unit- At Riico Industrial Area,Private",,,Private,Permitting,Rajasthan,Ethanol production,ethanol
Contact,--,4.78,Chadha Sugars And Industries Private Ltd  (Conditional Approval),Chadha Sugars And Industries Private Ltd  (Conditional Approval)Private,,,Private,Permitting,Punjab,Ethanol production,ethanol
