Contact Developer,Verfified by developer,Investment (USD Million),Developersorted ascending,Developersorted ascendingDeveloper Category,Planned COD,Unnamed: 1,Developer Category,Project Status,State,Project Name,source
Contact,--,59,Amp Energy India Private Limited,Amp Energy India Private LimitedPrivate,,,Private,Under Bidding,Maharashtra,,distributed
Contact,--,2.5,Amp Energy India Private Limited,Amp Energy India Private LimitedPrivate,,,Private,Under Bidding,Haryana,,distributed
Contact,--,2.1,Amp Energy India Private Limited,Amp Energy India Private LimitedPrivate,,,Private,Announced,Odisha & Bihar,,distributed
Contact,--,59,Amp Energy India Private Limited,Amp Energy India Private LimitedPrivate,,,Private,Under Bidding,Uttar Pradesh,,distributed
Contact,--,29.3,Amp Energy India Private Limited,Amp Energy India Private LimitedPrivate,,,Private,Under Bidding,Gujarat,,distributed
Contact,--,42.1,Amp Energy India Private Limited,Amp Energy India Private LimitedPrivate,,,Private,Under Bidding,Uttar Pradesh,,distributed
Contact,--,25.3,Amp Energy India Private Limited,Amp Energy India Private LimitedPrivate,,,Private,Under Bidding,Uttar Pradesh,,distributed
Contact,--,21.1,Amp Energy India Private Limited,Amp Energy India Private LimitedPrivate,,,Private,Under Bidding,Goa,,distributed
Contact,--,33.5,Amp Energy India Private Limited,Amp Energy India Private LimitedPrivate,,,Private,Under Bidding,Gujarat,,distributed
Contact,--,56.2,Amplus Solar Power Pvt Ltd,Amplus Solar Power Pvt LtdPrivate,,,Private,Under Bidding,Rajasthan,,distributed
Contact,--,4.5,Aneja Foods,Aneja FoodsPrivate,,,Private,Under Construction,Maharashtra,Maharashtra State Electricity Distribution Company Limited 1250 MW Solar (Under MSKVY) Maharashtra Oct 2021,distributed
Contact,--,15.7,Aqua Dynamic Solution,Aqua Dynamic SolutionPrivate,,,Private,Under Construction,Maharashtra,Maharashtra State Electricity Distribution Company Limited 1250 MW Solar (Under MSKVY) Maharashtra Oct 2021,distributed
Contact,--,0.1,Asun Solar Power,Asun Solar PowerPrivate,,,Private,Under Bidding,Delhi,"Indraprastha Power Generation Company Limited (IPGCL)  4 MW Residential Rooftop Solar Delhi , Nov 2018",distributed
Contact,--,1.1,Avichal Textile Mills,Avichal Textile MillsPrivate,,,Private,Under Construction,Maharashtra,Maharashtra State Electricity Distribution Company Limited 1250 MW Solar (Under MSKVY) Maharashtra Oct 2022,distributed
Contact,--,11.2,Bangalore Metro Rail Corporation Limited,Bangalore Metro Rail Corporation LimitedPSU,,,PSU,Under Bidding,Karnataka,"Bangalore Metro Rail Corporation Limited (BMRCL) 20 MW of grid–connected rooftop solar systems Bangalore, July 2022",distributed
Contact,--,2.8,Banglore Electricity Supply Company,Banglore Electricity Supply CompanyPSU,,,PSU,Permitting,Karnataka,"Banglore Electricity Supply Company (BESCOM) 5 MW Rooftop Solar Karnataka, Feb  2019",distributed
Contact,--,3.4,Bharat Petroleum Corporation Limited,Bharat Petroleum Corporation LimitedPSU,2023.0,,PSU,Under Bidding,Kerala,"Bharat Petroleum Corporation Limited (BPCL) 6MW Grid-Connected Solar Power Project Kochi, September 2022",distributed
Contact,--,11.8,Bhopal Municipal Corporation,Bhopal Municipal CorporationPSU,2024.0,,PSU,Under Bidding,Madhya Pradesh,"Bhopal Municipal Corporation (BMC) 21MW Grid-Connected Solar Power Projects Madhya Pradesh, Oct 2022",distributed
Contact,--,33.7,Bihar Renewable Energy Development Agency (BREDA),Bihar Renewable Energy Development Agency (BREDA)PSU,,,PSU,Under Bidding,Bihar,"The Bihar Renewable Energy Development Agency (BREDA) 60MW Rooftop Solar Bihar , Jan 2022",distributed
Contact,--,0.1,Blue Chip Energy,Blue Chip EnergyPrivate,,,Private,Under Bidding,Delhi,"Indraprastha Power Generation Company Limited (IPGCL)  4 MW Residential Rooftop Solar Delhi , Nov 2018",distributed
Contact,--,14,Central Electronics Limited (CEL),Central Electronics Limited (CEL)PSU,,,PSU,Under Bidding,Maharashtra,CEL 25 MW Solar (EPC) Maharashtra Jan 2022,distributed
Contact,--,27.1,Clean Max Enviro Energy Solutions Private Limited,Clean Max Enviro Energy Solutions Private LimitedPrivate,,,Private,Announced,,,distributed
Contact,--,10.5,Cleantech Solar,Cleantech Solar Private,,,Private,Announced,Tamil Nadu,,distributed
Contact,--,5.6,Damodar Valley Corporation,Damodar Valley CorporationPSU,2023.0,,PSU,Under Bidding,Jharkhand,"Damodar Valley Corporation (DVC) 10MW Grid-Connected Solar Power Projects Jharkhand, June 2022",distributed
Contact,--,6.7,Damodar Valley Corporation,Damodar Valley CorporationPSU,,,PSU,Under Bidding,Jharkhand,"Damodar Valley Corporation (DVC) 12MW Grid-Connected Solar Power Projects Jharkhand, Jan 2022",distributed
Contact,--,4.9,"Department of Water Supply and Sanitation, Punjab","Department of Water Supply and Sanitation, PunjabPSU",,,PSU,Under Bidding,Punjab,"Department of Water Supply and Sanitation (DWSS) 8.7MW  Solar Projects to Power Water Supply Systems Punjab, Dec 2022",distributed
Contact,--,11.2,Durgapur Projects Limited,Durgapur Projects LimitedPSU,2023.0,,PSU,Under Bidding,West Bengal,"Durgapur Projects Limited (DPL) 20MW Grid-Connected Solar Power  West Bengal, July 2022",distributed
Contact,--,17.3,Fourth Partner Energy,Fourth Partner EnergyPrivate,2023.0,,Private,Under Bidding,Gujarat,,distributed
Contact,--,6.7,GEDA,GEDAPSU,,,PSU,Under Bidding,Gujarat,"Gujarat energy Development Agency (GEDA) 12MW Rooftop Solar Gujarat , Oct 2020",distributed
Contact,--,140.4,Godawari Power & Ispat Limited,Godawari Power & Ispat LimitedPSU,,,PSU,Under Bidding,Chhattisgarh,,distributed
Contact,--,72.5,Gorakshasiddhi Solar Power,Gorakshasiddhi Solar PowerPrivate,,,Private,Under Construction,Maharashtra,Maharashtra State Electricity Distribution Company Limited 1250 MW Solar (Under MSKVY) Maharashtra Oct 2023,distributed
Contact,--,11.2,Gujarat State Electricity Corporation Limited (GSECL),Gujarat State Electricity Corporation Limited (GSECL)PSU,2023.0,,PSU,Under Bidding,Gujarat,"Gujarat State Electricity Corporation  Limited (GSECL)  20MW Grid-Connected Solar Plant  at Itiya in Gujarat's Bhavnagar district nearby Gujarat Energy Transmission corporation (GETCO) substation, Aug 2022",distributed
Contact,--,5.6,HAREDA,HAREDAPSU,2023.0,,PSU,Under Bidding,Haryana,"HAREDA Grid-Connected Rooftop Solar Power Haryana, August 2022",distributed
Contact,--,68,Haryana Power Generation Corporation Limited (HPGCL),Haryana Power Generation Corporation Limited (HPGCL)PSU,2023.0,,PSU,Under Bidding,Haryana,"Haryana Power Generation Corporation Limited (HPGCL) 121MW Solar Power Projects Haryana , June 2022",distributed
Contact,--,2.8,IPGCL,IPGCLPSU,,,PSU,Under Bidding,Delhi,"Indraprastha Power Generation Company Limited (IPGCL) 5MW Residential Rooftop Solar Delhi , July 2019",distributed
Contact,--,125.8,Jindal Steel and Power Limited,Jindal Steel and Power LimitedPrivate,,,Private,Under Construction,Rajasthan,,distributed
Contact,--,95.5,Juniper Green Energy Pvt Ltd.,Juniper Green Energy Pvt Ltd.Private,,,Private,Under Construction,Maharashtra,Maharashtra State Electricity Distribution Company Limited 1250 MW Solar (Under MSKVY) Maharashtra Oct 2024,distributed
Contact,--,47.2,KSEB,KSEBPSU,,,PSU,Permitting,Kerala,Soura Subsidy Scheme in Domestic Sector (in line with MNRE Phase II Scheme),distributed
Contact,--,1.1,Kagwade Associates,Kagwade AssociatesPrivate,,,Private,Under Construction,Maharashtra,Maharashtra State Electricity Distribution Company Limited 1250 MW Solar (Under MSKVY) Maharashtra Oct 2025,distributed
Contact,--,1.7,Kalika Ginning & Pressing,Kalika Ginning & PressingPrivate,,,Private,Under Construction,Maharashtra,Maharashtra State Electricity Distribution Company Limited 1250 MW Solar (Under MSKVY) Maharashtra Oct 2026,distributed
Contact,--,1.7,Kalpataru Global Alloys,Kalpataru Global AlloysPrivate,,,Private,Under Construction,Maharashtra,Maharashtra State Electricity Distribution Company Limited 1250 MW Solar (Under MSKVY) Maharashtra Oct 2027,distributed
Contact,--,1.1,Laxmi Narayan Sarkate,Laxmi Narayan SarkatePrivate,,,Private,Under Construction,Maharashtra,Maharashtra State Electricity Distribution Company Limited 1250 MW Solar (Under MSKVY) Maharashtra Oct 2028,distributed
Contact,--,11.2,MGR & Sons Company,MGR & Sons CompanyPrivate,,,Private,Under Construction,Maharashtra,Maharashtra State Electricity Distribution Company Limited 1250 MW Solar (Under MSKVY) Maharashtra Oct 2031,distributed
Contact,--,78.6,MYSUN (Eastern Light And Power Pvt. Ltd),MYSUN (Eastern Light And Power Pvt. Ltd)Private,,,Private,Under Bidding,Uttar Pradesh,,distributed
Contact,--,2.2,Maharashtra State Road Development Corporation,Maharashtra State Road Development CorporationPSU,,,PSU,Under Construction,Maharashtra,Maharashtra State Electricity Distribution Company Limited 1250 MW Solar (Under MSKVY) Maharashtra Oct 2029,distributed
Contact,--,5.6,Maharashtra Vidhyut Nigam,Maharashtra Vidhyut Nigam PSU,,,PSU,Under Construction,Maharashtra,Maharashtra State Electricity Distribution Company Limited 1250 MW Solar (Under MSKVY) Maharashtra Oct 2030,distributed
Contact,--,5.6,Meghalaya Power Distribution Corporation Limited (MePDCL),Meghalaya Power Distribution Corporation Limited (MePDCL)PSU,,,PSU,Permitting,Meghalaya,"Meghalaya Power Distribution Corporation Limited (MePDCL) 10MW  Residential Rooftop Solar System Meghalaya, Nov 2020",distributed
Contact,--,15.7,,NANA,2023.0,,,Under Bidding,Haryana,UHBVNL 28 MW Solar (Under KUSUM scheme Component A) Haryana Apr 2022,distributed
Contact,--,14.6,,NANA,2023.0,,,Under Bidding,Gujarat,"MGVCL (PM-KUSUM Component-C 
Feeder Level Solarization)",distributed
Contact,--,3.4,,NANA,2023.0,,,Under Bidding,Kerala,"Kerela State Electricity Board - KSEB (KUSUM, Component C), May 2022",distributed
Contact,--,6.2,,NANA,2023.0,,,Under Bidding,Madhya Pradesh,MPUVNL 11 MW Rooftop Solar Madhya Pradesh Apr 2022,distributed
Contact,--,8.4,,NANA,2023.0,,,Under Bidding,Punjab,PSPCL 15 MW Rooftop Solar Punjab Apr 2022 (MNRE Rooftop Phase II Component A),distributed
Contact,--,9.5,,NANA,2023.0,,,Under Bidding,Gujarat,"Madhya Gujarat Vij Company Ltd. (MGVCL) (KUSUM, Component C) July 2022",distributed
Contact,--,5.6,,NANA,,,,Under Bidding,Meghalaya,"Meghalaya Power Distribution Corporation Limited (MePDCL)
(KUSUM, Component A) Nov, 2020",distributed
Contact,--,74.6,,NANA,2023.0,,,Under Bidding,Maharashtra,MSEDCL 431 MW Solar (Under KUSUM scheme Component A) Maharashtra May 2022,distributed
Contact,--,1.7,,NANA,,,,Under Bidding,Tamil Nadu,TANGEDCO 500 MW Solar (under KUSUM Component A) Tamil Nadu Jan 2021,distributed
Contact,--,30.2,,NANA,2023.0,,,Under Bidding,Punjab,"Punjab Energy Development Agency (PEDA) - Feeder level Solarization (Under KUSUM Component  C)  Punjab  ,September 2022",distributed
Contact,--,121.9,,NANA,2023.0,,,Under Bidding,Punjab,PEDA 217 MW Solar (KUSUM Scheme Component A) Punjab Mar 2022,distributed
Contact,--,5.6,,NANA,,,,Under Bidding,Haryana,HAREDA 10 MW Rooftop Solar Haryana Jun 2021,distributed
Contact,--,11.2,,NANA,,,,Under Bidding,Madhya Pradesh,M.P.Madhya Kshetra Vidyut Vitran Co.(MNRE Rooftop Phase II Component A),distributed
Contact,--,14.8,,NANA,2023.0,,,Under Bidding,Haryana,"Dakshin Haryana Bijli Vitran Nigam (DHBVN) (Under KUSUM Component A) Haryana, July 2022",distributed
Contact,--,18.5,,NANA,,,,Under Bidding,,KPI Green Energy Limited 33 MW,distributed
Contact,--,14,,NANA,,,,Under Bidding,Jharkhand,JBVNL 25 MW Rooftop Solar Jharkhand Nov 2021 (MNRE Rooftop Phase II Component A),distributed
Contact,--,5.9,,NANA,2023.0,,,Under Bidding,Maharashtra,MSEDCL 444 MW Solar (Under KUSUM Component A)  Maharashtra Oct 2021,distributed
Contact,--,280.9,,NANA,,,,Under Bidding,Maharashtra,MSEDCL 500 MW Solar (Under PM KUSUM Component-C) Maharashtra Dec 2021,distributed
Contact,--,6.2,,NANA,2025.0,,,Announced,Delhi,NCRTC 11 MW Rooftop Solar Delhi Meerut Corridor Mar 2021,distributed
Contact,--,30.3,,NANA,2023.0,,,Under Bidding,Gujarat,"Uttar Gujarat Vij Company Ltd (UGVCL) - feeder level Solarization (FLS) (Under KUSUM Component C) Gujarat,  June 2022",distributed
Contact,--,167.4,,NANA,2023.0,,,Under Bidding,Maharashtra,"Maharashtra State electricity Distribution Company (MSEDC) - Solar Power ( Under KUSUM Component A, Maharashtra, August 2022)",distributed
Contact,--,28.1,,NANA,,,,Under Bidding,Rajasthan,"Rajasthan Renewable Energy Corporation Limited (RRECL) 50MW Grid-Connected Rooftop Solar Power Plant Project  Rajasthan, Oct 2022",distributed
Contact,--,9,,NANA,2023.0,,,Under Bidding,Telangana,"Telangana State Renewable Energy Development Corporation Ltd (TSREDCO) 16MW  Rooftop Solar Hydrabad, September 2022",distributed
Contact,--,18.9,,NANA,2023.0,,,Under Bidding,Maharashtra,MSEDCL 487 MW Solar (under KUSUM Component A) Maharashtra Aug 2021,distributed
Contact,--,168.5,,NANA,2023.0,,,Under Bidding,Madhya Pradesh,"Madhya Pradesh Urja Vikas Nigam Ltd (MPUVNL) (Under KUSUM, Component A), Madhya Pradesh, December 2022",distributed
Contact,--,17.9,,NANA,2023.0,,,Under Bidding,Maharashtra,"Maharashtra State Electricity Distribution Limited (MSEDCL) (KUSUM, Component A), Maharashtra Solar, Dec 2021",distributed
Contact,--,112.3,,NANA,,,,Under Bidding,Kerala,"Kerala State Electricity Board (KSEB) 200MW Residential Rooftop Solar System  Kerala, Sep 2019",distributed
Contact,--,14,,NANA,,,,Under Bidding,Jharkhand,"Jharkhand Bijli Vitran Nigam Limited (JBVNL)  25MW Residential Rooftop Solar Jharkhand, April 2021",distributed
Contact,--,702.2,,NANA,2023.0,,,Under Bidding,Madhya Pradesh,MPUVNL 1250 MW Solar (Under KUSUM scheme Component C) Madhya Pradesh May 2022- Feeder Level Solarization,distributed
Contact,--,8.5,,NANA,2023.0,,,Under Bidding,Maharashtra,MSEDCL 445 MW Solar (Under KUSUM Component-A) Maharashtra Feb 2022,distributed
Contact,--,28.1,,NANA,2023.0,,,Under Bidding,Uttar Pradesh,"Uttar Pradesh New & Renewable Energy Development Agency (UPNEDA)  50 MW of grid-connected rooftop solar projects based on net-metering , Oct 2022",distributed
Contact,--,5.6,,NANA,,,,Under Bidding,Jharkhand,"Jharkhand Bijli Vitran Nigam Limited - JBVNL-  10MW Residential Rooftop Solar System Jharkhand ,Jan 2020",distributed
Contact,--,25.3,,NANA,,,,Under Bidding,Madhya Pradesh,"Madhya Pradesh Madhya Kshetra Vidyut Vitram Company Limited (MPMKVVCL) 45MW Residential Rooftop Solar System Madhya Pradesh , April 2020",distributed
Contact,--,11.2,,NANA,,,,Under Bidding,Haryana,"Haryana Renewable Energy Development Agency(HAREDA) 20MW Rooftop Solar Projects Haryana, Nov 2018",distributed
Contact,--,16.9,,NANA,,,,Under Bidding,Punjab,"Punjab State Power Corporation Limited  (PSPCL) 30MW  Residential Rooftop Solar System Punjab, Oct 2019",distributed
Contact,--,5.6,,NANA,,,,Under Bidding,Kerala,"The Agency for New and Renewable Energy Research and Technology (ANERT) 10MW Rooftop Solar Power Kerala, Oct 2020",distributed
Contact,--,5.6,,NANA,2024.0,,,Under Bidding,Madhya Pradesh,M.P. Paschim Kshetra Vidyut Vitran Co(MNRE Rooftop Phase II Component A),distributed
Contact,--,23,,NANA,,,,Under Bidding,Madhya Pradesh,MPUVNL 41 MW Rooftop Solar Madhya Pradesh Apr 2021,distributed
Contact,--,28.1,,NANA,,,,Under Bidding,Maharashtra,MSEDCL 50 MW Rooftop Solar Maharashtra Oct 2021 (MNRE Rooftop Phase II Component A),distributed
Contact,--,280.9,,NANA,,,,Under Bidding,Odisha,OREDA 500 MW Solar (under KUSUM Component A) program Odisha May 2021,distributed
Contact,--,126.4,,NANA,,,,Under Bidding,Madhya Pradesh,MPUVNL 225 MW Solar (under KUSUM Component A) Madhya Pradesh Jul 2021,distributed
Contact,--,82.6,,NANA,,,,Under Bidding,Maharashtra,CEL 147 MW decentralized Solar Maharashtra Oct 2021,distributed
Contact,--,59.5,,NANA,,,,Under Bidding,Uttar Pradesh,UPNEDA 106 MW Solar (under KUSUM Component A) Uttar Pradesh May 2021,distributed
Contact,--,28.1,,NANA,,,,Under Bidding,Jharkhand,JBVNL 50 MW Solar (under KUSUM Component A) Jharkhand Aug 2021,distributed
Contact,--,11.2,,NANA,2023.0,,,Under Bidding,Odisha,TPCODL 20 MW Rooftop Solar Odisha Feb 2022,distributed
Contact,--,6.2,,NANA,,,,Under Bidding,Madhya Pradesh,"MPUVNL 11 MW Residential Rooftop Solar Systems Madhya Pradesh, Apr 2022",distributed
Contact,--,56.2,,NANA,2024.0,,,Under Bidding,Karnataka,"The Karnataka Cooperative Milk Producers’ Federation (KMF) 100 MW of solar power projects, July 2022",distributed
Contact,--,4.5,,NANA,,,,Under Bidding,Rajasthan,"REIL, 8 MW, Rooftop Solar, Rajasthan, Apr 2021",distributed
Contact,--,5.6,,NANA,,,,Under Bidding,Karnataka,GESCOM 10 MW Rooftop Solar Karnataka Aug 2021 (MNRE Rooftop Phase II Component A),distributed
Contact,--,6.7,,NANA,,,,Under Bidding,Jammu and Kashmir,Jammu & Kashmir Energy Development Agency 12 MW Rooftop Solar Nov 2021,distributed
Contact,--,10.1,,NANA,,,,Under Bidding,Uttar Pradesh,UPNEDA 18 MW Rooftop Solar Uttar Pradesh Mar 2021,distributed
Contact,--,28.1,,NANA,2023.0,,,Under Bidding,Telangana,TSREDCO 50 MW Rooftop Solar Telangana Feb 2022,distributed
Contact,--,11.2,,NANA,2024.0,,,Under Bidding,Madhya Pradesh,MPMKVVCL 20 MW Rooftop Solar Madhya Pradesh Apr 2022,distributed
Contact,--,11.2,,NANA,2023.0,,,Under Bidding,Bihar,NBPDCL 20 MW Rooftop Solar Bihar Apr 2022,distributed
Contact,--,30.9,,NANA,2023.0,,,Under Bidding,Rajasthan,AVVNL 55 MW Rooftop Solar Rajasthan Mar 2022,distributed
Contact,--,6.7,,NANA,2023.0,,,Under Bidding,Tamil Nadu,TEDA 12 MW Rooftop Solar Tamil Nadu Apr 2022 (MNRE Rooftop Phase II Component A),distributed
Contact,--,6.2,,NANA,2023.0,,,Under Bidding,Kerala,KSEBL 11 MW Solar (EPC) (Under KUSUM Scheme Component C) Kerala Apr 2022- Feeder Level Solarization,distributed
Contact,--,168.5,,NANA,2023.0,,,Under Bidding,Gujarat,"MGVCL (Phase-ll of the Ministry of New and Renewable Energy's (MNRE) grid-connected rooftop solar programme and Surya Gujarat Program),  Feb 2022",distributed
Contact,--,393.2,,NANA,2023.0,,,Under Bidding,Gujarat,"Madhya Gujarat Vij Company Limited (MGVCL) 700MW Residential Rooftop Solar Systems in Gujarat, Feb 2022",distributed
Contact,--,28.1,,NANA,,,,Under Bidding,West Bengal,"The West Bengal State Electricity Distribution Company Limited (WBSEDCL) 50MW Residential Rooftop Solar System West Bengal ,Aug 2021",distributed
Contact,--,8.4,,NANA,,,,Under Bidding,Bihar,"The Bihar Renewable Energy Development Agency (BREDA)  15MW Rooftop Solar System Bihar, Aug 2020",distributed
Contact,--,11.2,,NANA,2023.0,,,Under Bidding,Kerala,"Agency for New and Renewable Energy Research and Technology (ANERT) 20MW  Rooftop Solar  Projects Kerala, July 2022",distributed
Contact,--,3.9,,NANA,,,,Under Bidding,Himachal Pradesh,Himachal Pradesh Energy Development Agency (HPEDA)  Capacity of 7MW of Residential Rooftop Solar Systems in Himachal Pradesh,distributed
Contact,--,5.6,,NANA,,,,Under Bidding,Gujarat,"Surat Municipal Corporation (SMC) 10MW Rooftop Solar Projects Gujarat, Oct 2021",distributed
Contact,--,28.1,,NANA,,,,Under Bidding,,SOLAR ENERGY CORPORATION OF INDIA LIMITED (SECI) -  (Grid-Connected Rooftop Solar PV Projects on Government buildings under RESCO mode through Tariff-Based Competitive Bidding),distributed
Contact,--,54.8,,NANA,,,,Under Bidding,,"Solar Energy Corporation of India (SECI) 97.5MW Rooftop Solar Pan India, Aug 2019",distributed
Contact,--,101.1,,NANA,2024.0,,,Under Bidding,Odisha,"TP Central Odisha Distribution (TPCODL)(KUSUM, Component C) 40,000 agricultural Pumps",distributed
Contact,--,16.9,,NANA,,,,Under Bidding,Haryana,"""The Directorate of Supplies & Disposals Government of Haryana - grid-connected rooftop solar power systems
for government buildings under RESCO",distributed
Contact,--,2.8,,NANA,2023.0,,,Under Bidding,Jammu and Kashmir,Jammu & Kashmir Energy Development Agency  (JAKEDA) 5 MW Under Kusum Component A,distributed
Contact,--,407.3,,NANA,,,,Under Bidding,Rajasthan,RRECL 725 MW Solar (under KUSUM Component A) Rajasthan Jul 2020,distributed
Contact,--,5.6,,NANA,2023.0,,,Under Bidding,Chhattisgarh,"Chhattisgarh State Renewable Energy Development Agency(CSREDA) 10MW Rooftop Solar System Chhattisgarh, Dec,2021",distributed
Contact,--,2.8,,NANA,,,,Under Bidding,Punjab,"Punjab Energy Development Agency (PEDA) 5 MW Rooftop Solar Projects Punjab, May 2021",distributed
Contact,--,8.4,,NANA,,,,Under Bidding,Karnataka,CESC 15 MW Rooftop Solar Karnataka Jan 2022 (MNRE Rooftop Phase II Component A),distributed
Contact,--,2.8,,NANA,2023.0,,,Under Bidding,Jharkhand,"JREDA 5 MW Residential Rooftop Solar System Jharkhand, Feb 2022",distributed
Contact,--,2.8,,NANA,,,,Under Bidding,Andaman and Nicobar,"Electricity Department (ED) Andaman and Nicobar 5MW Rooftop Solar Power , July 2022",distributed
Contact,--,3.4,,NANA,,,,Under Bidding,Kerala,"KSEBL 5.99 MW Solar (Under PM KUSUM Component C), Nov 2021 - Feeder Level Solarization",distributed
Contact,--,22.5,,NANA,,,,Under Bidding,Kerala,KSEBL 40 MW Solar (Under KUSUM Component A) Kerala Nov 2021,distributed
Contact,--,5.6,,NANA,2023.0,,,Under Bidding,Himachal Pradesh,HIMURJA 10 MW Rooftop Solar Himachal Pradesh Mar 2022 (MNRE Rooftop Phase II Component A),distributed
Contact,--,5.6,,NANA,2023.0,,,Under Bidding,Karnataka,"HESCOM - Grid Connected Solar Power Plant, Rooftop Solar, Phase II, jan 2022",distributed
Contact,--,112.3,,NANA,,,,Under Bidding,Jammu and Kashmir,"Jammu and Kashir energy Development Agency (JAKEDA) - 50,000 residential buildings in Jammu city (Residential rooftop Solar System, Phase II, MNRE)",distributed
Contact,--,5.6,,NANA,,,,Under Bidding,West Bengal,9.9 MW Grid-connected Rooftop Solar Tender by WBREDA,distributed
Contact,--,8.4,,NANA,2023.0,,,Under Bidding,Madhya Pradesh,MPUVNL Grid Connected Roof Top Solar PV Systems under RESCO Model,distributed
Contact,--,151.7,,NANA,,,,Under Bidding,Madhya Pradesh,MPUVNL 270 MW Solar (under KUSUM Component A) Madhya Pradesh May 2021,distributed
Contact,--,123.6,,NANA,,,,Under Bidding,Punjab,"PEDA 220 MW Solar (under PM KUSUM Component A) Punjab, Oct 2021",distributed
Contact,--,247.2,,NANA,2023.0,,,Under Bidding,Madhya Pradesh,MPUVNL 440 MW Solar (Under KUSUM Component-A) Madhya Pradesh Feb 2022,distributed
Contact,--,4.5,,NANA,2023.0,,,Under Bidding,Madhya Pradesh,MPUVNL 8 MW Solar (Under KUSUM Scheme Component C) Madhya Pradesh Apr 2022- Feeder Level  Solarization,distributed
Contact,--,24,,NANA,2023.0,,,Under Bidding,Gujarat,Madhya Gujarat Vij Company (MGVCL) - Feeder Level Solarization (under KUSUM Component C ) Gujarat Aug 2022,distributed
Contact,--,25.3,,NANA,,,,Under Bidding,Rajasthan,"Rajasthan Renewable Energy Corporation Limited (RRECL)
45MW (MNRE Rooftop Solar Rajasthan Oct 2019)",distributed
Contact,--,28.1,,NANA,,,,Under Bidding,Karnataka,BESCOM 50 MW Rooftop Solar Karnataka Jan 2022 (MNRE Rooftop Phase II Component A),distributed
Contact,--,11.2,,NANA,2023.0,,,Under Bidding,Jammu and Kashmir,JAKEDA 20 MW Rooftop Solar Dec 2021 (MNRE Rooftop Phase II Component A),distributed
Contact,--,2.8,,NANA,,,,Under Bidding,Punjab,Punjab Energy Development Agency (PEDA)Bids Invited for 5 MW of Rooftop Solar Systems on Government Buildings in Punjab,distributed
Contact,--,3.9,,NANA,,,,Under Bidding,Jharkhand,Rooftop solar tender for total 7MW project on government bulidings in Jharkhand,distributed
Contact,--,4.5,,NANA,,,,Under Bidding,Andhra Pradesh,Eastern Power Distribution Company of AP Ltd(MNRE Rooftop Phase II Component A),distributed
Contact,--,4.5,NHDC Limited,NHDC LimitedPSU,,,PSU,Under Bidding,Madhya Pradesh,NHDC - Solar Power (Under KUSUM Component C) Madhya Pradesh September 2022),distributed
Contact,--,11.8,NTPC Group,NTPC GroupPSU,2023.0,,PSU,Under Bidding,Madhya Pradesh,"NTPC Vidyut Vyapar Nigam Limited (NVVN)  21MW Grid-Connected Solar Project Madhya Pradesh,  Oct 2022",distributed
Contact,--,--,O2 Power Private Limited Power,O2 Power Private Limited PowerPrivate,2023.0,,Private,Under Construction,Maharashtra,--,distributed
Contact,--,--,O2 Power Private Limited Power,O2 Power Private Limited PowerPrivate,2024.0,,Private,Under Construction,,--,distributed
Contact,--,192.6,O2 Power Private Limited Power,O2 Power Private Limited PowerPrivate,2023.0,,Private,Under Bidding,Karnataka,,distributed
Contact,--,16.9,Oriano Clean Energy Private Limited,Oriano Clean Energy Private LimitedPrivate,,,Private,Under Bidding,Bihar,,distributed
Contact,--,5.8,Oriano Clean Energy Private Limited,Oriano Clean Energy Private LimitedPrivate,,,Private,Under Bidding,Jharkhand,,distributed
Contact,--,7.9,Railway Energy Management Company Limited (REMCL),Railway Energy Management Company Limited (REMCL)PSU,2023.0,,PSU,Under Bidding,Uttar Pradesh,REMCL 14 MW Rooftop Solar Uttar Pradesh Mar 2022,distributed
Contact,--,280.9,Rajasthan Government,Rajasthan GovernmentPrivate,,,Private,Announced,Rajasthan,,distributed
Contact,--,1.1,Ranjan Mukund Babre,Ranjan Mukund BabrePrivate,,,Private,Under Construction,Maharashtra,Maharashtra State Electricity Distribution Company Limited 1250 MW Solar (Under MSKVY) Maharashtra Oct 2033,distributed
Contact,--,0.1,RayenergySolar,RayenergySolarPrivate,,,Private,Under Bidding,Delhi,"Indraprastha Power Generation Company Limited (IPGCL)  4 MW Residential Rooftop Solar Delhi , Nov 2018",distributed
Contact,--,1685.2,Rays Power Infra Private Limited,Rays Power Infra Private LimitedPrivate,,,Private,Under Bidding,Rajasthan,,distributed
Contact,--,24.2,ReNew Group,ReNew GroupPrivate,,,Private,Announced,Maharashtra,,distributed
Contact,--,40.1,ReNew Group,ReNew GroupPrivate,,,Private,Announced,Gujarat,,distributed
Contact,--,0.1,Recube Energy,Recube EnergyPrivate,,,Private,Under Bidding,Delhi,"Indraprastha Power Generation Company Limited (IPGCL)  4 MW Residential Rooftop Solar Delhi , Nov 2018",distributed
Contact,--,1.1,Rupesh Pundlikrao Deshmukh,Rupesh Pundlikrao DeshmukhPrivate,,,Private,Under Construction,Maharashtra,Maharashtra State Electricity Distribution Company Limited 1250 MW Solar (Under MSKVY) Maharashtra Oct 2032,distributed
Contact,--,26.5,Sembcorp Industries Ltd.,Sembcorp Industries Ltd.Private,,,Private,Under Bidding,Tamil Nadu,,distributed
